uuid	gene_curie	gene_symbol	disease_curie	disease_title	disease_original_curie	disease_original_title	classification_curie	classification_title	moi_curie	moi_title	submitter_curie	submitter_title	submitted_as_hgnc_id	submitted_as_hgnc_symbol	submitted_as_disease_id	submitted_as_disease_name	submitted_as_moi_id	submitted_as_moi_name	submitted_as_submitter_id	submitted_as_submitter_name	submitted_as_classification_id	submitted_as_classification_name	submitted_as_date	submitted_as_public_report_url	submitted_as_notes	submitted_as_pmids	submitted_as_assertion_criteria_url	submitted_as_submission_id	submitted_run_date
GENCC_000112-HGNC_4087-OMIM_611277-HP_0000006-GENCC_100002	HGNC:4087	GABRG2	MONDO:0011891	febrile seizures, familial, 8	OMIM:611277	OMIM:611277	GENCC:100002	Strong	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:4087	GABRG2	OMIM:611277	EPILEPSY, GENERALIZED, WITH FEBRILE SEIZURES PLUS, TYPE 3	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100002	Strong	2015-07-22 16:15:31	-	-	11326274	https://www.ebi.ac.uk/gene2phenotype/terminology	1571	2020-11-25
GENCC_000112-HGNC_10257-OMIM_180700-HP_0000006-GENCC_100001	HGNC:10257	ROR2	MONDO:0024455	autosomal dominant Robinow syndrome 1	OMIM:180700	Robinow syndrome, autosomal dominant 1	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:10257	ROR2	OMIM:180700	ROBINOW SYNDROME, AUTOSOMAL DOMINANT	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:14:58	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	929	2020-11-25
GENCC_000112-HGNC_3688-OMIM_146110-HP_0000006-GENCC_100001	HGNC:3688	FGFR1	MONDO:0007794	hypogonadotropic hypogonadism 7 with or without anosmia	OMIM:146110	Hypogonadotropic hypogonadism 7 without anosmia	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:3688	FGFR1	OMIM:146110	IDIOPATHIC HYPOGONADOTROPIC HYPOGONADISM	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:14:58	-	-	12627230	https://www.ebi.ac.uk/gene2phenotype/terminology	931	2020-11-25
GENCC_000112-HGNC_3666-OMIM_149730-HP_0000006-GENCC_100001	HGNC:3666	FGF10	MONDO:0007872	LADD syndrome	OMIM:149730	LADD syndrome 1	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:3666	FGF10	OMIM:149730	LADD SYNDROME	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:14:59	-	-	16501574, 16630169	https://www.ebi.ac.uk/gene2phenotype/terminology	942	2020-11-25
GENCC_000112-HGNC_7714-OMIM_252010-HP_0000007-GENCC_100001	HGNC:7714	NDUFS7	MONDO:0009640	mitochondrial complex I deficiency, nuclear type	OMIM:252010	Mitochondrial complex I deficiency, nuclear type 1	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:7714	NDUFS7	OMIM:252010	MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX I DEFICIENCY	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:14:59	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	949	2020-11-25
GENCC_000112-HGNC_3512-OMIM_150230-HP_0000006-GENCC_100001	HGNC:3512	EXT1	MONDO:0007874	trichorhinophalangeal syndrome type II	OMIM:150230	Trichorhinophalangeal syndrome, type II	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:3512	EXT1	OMIM:150230	TRICHO-RHINO-PHALANGEAL SYNDROME TYPE 2	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:00	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	968	2020-11-25
GENCC_000112-HGNC_2995-OMIM_300129-HP_0000007-GENCC_100001	HGNC:2995	DPAGT1	MONDO:0010254	hematopoietic stem cell kinetics, control of	OMIM:300129	OMIM:300129	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:2995	DPAGT1	OMIM:300129	DPAGT1-CDG	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:00	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	974	2020-11-25
GENCC_000112-HGNC_11776-OMIM_609637-HP_0000006-GENCC_100001	HGNC:11776	TGIF1	MONDO:0012322	holoprosencephaly 5	OMIM:609637	Holoprosencephaly 5	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:11776	TGIF1	OMIM:609637	HOLOPROSENCEPHALY	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:02	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1017	2020-11-25
GENCC_000112-HGNC_13050-OMIM_616579-HP_0000006-GENCC_100004	HGNC:13050	ZMYM6	MONDO:0014699	intellectual disability, autosomal dominant 40	OMIM:616579	Neurodevelopmental disorder with hypotonia, impaired language, and dysmorphic features	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:13050	ZMYM6	OMIM:616579	INTELLECTUAL DISABILITY	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100004	Limited	2015-07-22 16:15:04	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1050	2020-11-25
GENCC_000112-HGNC_4092-OMIM_603513-HP_0000007-GENCC_100004	HGNC:4092	GAD1	MONDO:0011329	cerebral palsy, spastic quadriplegic, 1	OMIM:603513	OMIM:603513	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:4092	GAD1	OMIM:603513	CEREBRAL PALSY SPASTIC QUADRIPLEGIC TYPE 1	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100004	Limited	2015-07-22 16:15:05	-	-	15571623	https://www.ebi.ac.uk/gene2phenotype/terminology	1066	2020-11-25
GENCC_000112-HGNC_6872-OMIM_606369-HP_0000006-GENCC_100004	HGNC:6872	MAPK10	MONDO:0016532	Lennox-Gastaut syndrome	OMIM:606369	OMIM:606369	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:6872	MAPK10	OMIM:606369	EPILEPTIC ENCEPHALOPATHY LENNOX-GASTAUT TYPE	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100004	Limited	2015-07-22 16:15:05	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1070	2020-11-25
GENCC_000112-HGNC_33867-OMIM_252011-HP_0000007-GENCC_100001	HGNC:33867	SDHAF1	MONDO:0009641	mitochondrial complex II deficiency	OMIM:252011	Mitochondrial complex II deficiency, nuclear type 1	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:33867	SDHAF1	OMIM:252011	MITOCHONDRIAL COMPLEX II DEFICIENCY	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:05	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1081	2020-11-25
GENCC_000112-HGNC_28086-OMIM_256000-HP_0000007-GENCC_100002	HGNC:28086	NDUFAF2	MONDO:0009723	Leigh syndrome	OMIM:256000	OMIM:256000	GENCC:100002	Strong	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:28086	NDUFAF2	OMIM:256000	LEIGH SYNDROME	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100002	Strong	2015-07-22 16:15:06	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1092	2020-11-25
GENCC_000112-HGNC_6990-OMIM_300815-HP_0001419-GENCC_100001	HGNC:6990	MECP2	MONDO:0010436	chromosome Xq28 duplication syndrome	OMIM:300815	Chromosome Xq28 duplication syndrome	GENCC:100001	Definitive	HP:0001419	X-linked recessive	GENCC:000112	TGMI|G2P	HGNC:6990	MECP2	OMIM:300815	CHROMOSOME XQ28 DUPLICATION SYNDROME	HP:0001419	X-linked recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:06	-	-	29618507	https://www.ebi.ac.uk/gene2phenotype/terminology	1093	2020-11-25
GENCC_000112-HGNC_33848-OMIM_220110-HP_0000007-GENCC_100004	HGNC:33848	COA5	MONDO:0009068	cytochrome-c oxidase deficiency disease	OMIM:220110	Mitochondrial complex IV deficiency, nuclear type 1	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:33848	COA5	OMIM:220110	MITOCHONDRIAL COMPLEX IV DEFICIENCY	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100004	Limited	2015-07-22 16:15:06	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1099	2020-11-25
GENCC_000112-HGNC_10889-OMIM_609637-HP_0000006-GENCC_100001	HGNC:10889	SIX3	MONDO:0012322	holoprosencephaly 5	OMIM:609637	Holoprosencephaly 5	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:10889	SIX3	OMIM:609637	HOLOPROSENCEPHALY	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:07	-	-	10369266, 17001667, 11039582, 19353631, 19346217	https://www.ebi.ac.uk/gene2phenotype/terminology	1104	2020-11-25
GENCC_000112-HGNC_9863-OMIM_208150-HP_0000007-GENCC_100001	HGNC:9863	RAPSN	MONDO:0100101	fetal akinesia deformation sequence 1	OMIM:208150	Fetal akinesia deformation sequence 1	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:9863	RAPSN	OMIM:208150	FETAL AKINESIA DEFORMATION SEQUENCE	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:08	-	-	18179903, 11791205	https://www.ebi.ac.uk/gene2phenotype/terminology	1122	2020-11-25
GENCC_000112-HGNC_2260-OMIM_256000-HP_0000007-GENCC_100001	HGNC:2260	COX10	MONDO:0009723	Leigh syndrome	OMIM:256000	OMIM:256000	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:2260	COX10	OMIM:256000	LEIGH SYNDROME	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:09	-	-	15455402, 10767350, 12928484	https://www.ebi.ac.uk/gene2phenotype/terminology	1142	2020-11-25
GENCC_000112-HGNC_28216-OMIM_220110-HP_0000007-GENCC_100004	HGNC:28216	COX14	MONDO:0009068	cytochrome-c oxidase deficiency disease	OMIM:220110	Mitochondrial complex IV deficiency, nuclear type 1	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:28216	COX14	OMIM:220110	MITOCHONDRIAL COMPLEX IV DEFICIENCY	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100004	Limited	2015-07-22 16:15:09	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1154	2020-11-25
GENCC_000112-HGNC_6143-OMIM_607855-HP_0000007-GENCC_100001	HGNC:6143	ITGA7	MONDO:0011925	congenital merosin-deficient muscular dystrophy 1A	OMIM:607855	Muscular dystrophy, congenital, merosin deficient or partially deficient	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:6143	ITGA7	OMIM:607855	CONGENITAL MUSCULAR DYSTROPHY	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:09	-	-	9590299	https://www.ebi.ac.uk/gene2phenotype/terminology	1155	2020-11-25
GENCC_000112-HGNC_7610-OMIM_231300-HP_0000006-GENCC_100004	HGNC:7610	MYOC	MONDO:0009277	glaucoma 3A	OMIM:231300	Glaucoma 3A, primary open angle, congenital, juvenile, or adult onset	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:7610	MYOC	OMIM:231300	PRIMARY CONGENITAL GLAUCOMA TYPE 3A	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100004	Limited	2015-07-22 16:15:10	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1157	2020-11-25
GENCC_000112-HGNC_10294-OMIM_608553-HP_0000007-GENCC_100001	HGNC:10294	RPE65	MONDO:0012056	Leber congenital amaurosis 9	OMIM:608553	Leber congenital amaurosis 9	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:10294	RPE65	OMIM:608553	LEBER CONGENITAL AMAUROSIS	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:10	-	-	9326927	https://www.ebi.ac.uk/gene2phenotype/terminology	1161	2020-11-25
GENCC_000112-HGNC_393-OMIM_603387-HP_0001442-GENCC_100002	HGNC:393	AKT3	MONDO:0011313	megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	OMIM:603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	GENCC:100002	Strong	HP:0001442	Somatic mosaicism	GENCC:000112	TGMI|G2P	HGNC:393	AKT3	OMIM:603387	HEMIMEGALENCEPHALY AKT3	HP:0001442	Somatic mosaicism	GENCC:000112	-	GENCC:100002	Strong	2015-07-22 16:15:10	-	-	22500628, 22729224	https://www.ebi.ac.uk/gene2phenotype/terminology	1167	2020-11-25
GENCC_000112-HGNC_12303-OMIM_616579-HP_0000006-GENCC_100002	HGNC:12303	TRIO	MONDO:0014699	intellectual disability, autosomal dominant 40	OMIM:616579	Neurodevelopmental disorder with hypotonia, impaired language, and dysmorphic features	GENCC:100002	Strong	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:12303	TRIO	OMIM:616579	INTELLECTUAL DISABILITY	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100002	Strong	2015-07-22 16:15:10	-	-	26235986, 27418539, 32109419, 28928363	https://www.ebi.ac.uk/gene2phenotype/terminology	1171	2020-11-25
GENCC_000112-HGNC_19088-OMIM_616579-HP_0000006-GENCC_100002	HGNC:19088	ASH1L	MONDO:0014699	intellectual disability, autosomal dominant 40	OMIM:616579	Neurodevelopmental disorder with hypotonia, impaired language, and dysmorphic features	GENCC:100002	Strong	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:19088	ASH1L	OMIM:616579	INTELLECTUAL DISABILITY	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100002	Strong	2015-07-22 16:15:10	-	-	25961944, 29753921, 29276005, 28394464	https://www.ebi.ac.uk/gene2phenotype/terminology	1172	2020-11-25
GENCC_000112-HGNC_10680-OMIM_256000-HP_0000007-GENCC_100001	HGNC:10680	SDHA	MONDO:0009723	Leigh syndrome	OMIM:256000	OMIM:256000	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:10680	SDHA	OMIM:256000	LEIGH SYNDROME	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:10	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1173	2020-11-25
GENCC_000112-HGNC_4800-OMIM_300220-HP_0001419-GENCC_100001	HGNC:4800	HSD17B10	MONDO:0010272	syndromic X-linked intellectual disability type 10	OMIM:300220	OMIM:300220	GENCC:100001	Definitive	HP:0001419	X-linked recessive	GENCC:000112	TGMI|G2P	HGNC:4800	HSD17B10	OMIM:300220	MENTAL RETARDATION SYNDROMIC X-LINKED TYPE 10	HP:0001419	X-linked recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:11	-	-	10521307	https://www.ebi.ac.uk/gene2phenotype/terminology	1181	2020-11-25
GENCC_000112-HGNC_3603-OMIM_182212-HP_0000006-GENCC_100001	HGNC:3603	FBN1	MONDO:0008426	Shprintzen-Goldberg syndrome	OMIM:182212	Shprintzen-Goldberg syndrome	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:3603	FBN1	OMIM:182212	SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:11	-	-	23103230, 23023332, 16333834, 8071963	https://www.ebi.ac.uk/gene2phenotype/terminology	1195	2020-11-25
GENCC_000112-HGNC_24316-OMIM_220110-HP_0000007-GENCC_100002	HGNC:24316	TACO1	MONDO:0009068	cytochrome-c oxidase deficiency disease	OMIM:220110	Mitochondrial complex IV deficiency, nuclear type 1	GENCC:100002	Strong	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:24316	TACO1	OMIM:220110	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX IV DEFICIENCY	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100002	Strong	2015-07-22 16:15:11	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1200	2020-11-25
GENCC_000112-HGNC_1583-OMIM_603387-HP_0000006-GENCC_100001	HGNC:1583	CCND2	MONDO:0011313	megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	OMIM:603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:1583	CCND2	OMIM:603387	MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:11	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1203	2020-11-25
GENCC_000112-HGNC_3176-OMIM_602483-HP_0000007-GENCC_100002	HGNC:3176	EDN1	MONDO:0011234	auriculocondylar syndrome 1	OMIM:602483	Auriculocondylar syndrome 1	GENCC:100002	Strong	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:3176	EDN1	OMIM:602483	AURICULOCONDYLAR SYNDROME	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100002	Strong	2015-07-22 16:15:13	-	-	24268655	https://www.ebi.ac.uk/gene2phenotype/terminology	1232	2020-11-25
GENCC_000112-HGNC_7711-OMIM_256000-HP_0000007-GENCC_100001	HGNC:7711	NDUFS4	MONDO:0009723	Leigh syndrome	OMIM:256000	OMIM:256000	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:7711	NDUFS4	OMIM:256000	LEIGH SYNDROME	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:13	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1236	2020-11-25
GENCC_000112-HGNC_30228-OMIM_606407-HP_0000007-GENCC_100002	HGNC:30228	PREPL	MONDO:0011669	hypotonia-cystinuria syndrome	OMIM:606407	Hypotonia-cystinuria syndrome	GENCC:100002	Strong	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:30228	PREPL	OMIM:606407	HYPOTONIA-CYSTINURIA SYNDROME	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100002	Strong	2015-07-22 16:15:13	-	-	24610330	https://www.ebi.ac.uk/gene2phenotype/terminology	1245	2020-11-25
GENCC_000112-HGNC_19102-OMIM_182250-HP_0000006-GENCC_100004	HGNC:19102	RIGI	MONDO:0024535	Singleton-Merten syndrome 1	OMIM:182250	Singleton-Merten syndrome 1	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:19102	DDX58	OMIM:182250	SINGLETON-MERTEN SYNDROME	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100004	Limited	2015-07-22 16:15:13	-	-	25620203	https://www.ebi.ac.uk/gene2phenotype/terminology	1246	2020-11-25
GENCC_000112-HGNC_2205-OMIM_616579-HP_0000006-GENCC_100001	HGNC:2205	CERT1	MONDO:0014699	intellectual disability, autosomal dominant 40	OMIM:616579	Neurodevelopmental disorder with hypotonia, impaired language, and dysmorphic features	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:2205	CERT1	OMIM:616579	INTELLECTUAL DISABILITY	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:14	-	-	25533962	https://www.ebi.ac.uk/gene2phenotype/terminology	1249	2020-11-25
GENCC_000112-HGNC_9005-OMIM_604229-HP_0000006-GENCC_100001	HGNC:9005	PITX2	MONDO:0011414	Peters anomaly	OMIM:604229	Anterior segment dysgenesis 5, multiple subtypes	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:9005	PITX2	OMIM:604229	PETERS ANOMALY	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:14	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1254	2020-11-25
GENCC_000112-HGNC_4214-OMIM_217095-HP_0000006-GENCC_100004	HGNC:4214	GDF1	MONDO:0016581	conotruncal heart malformations	OMIM:217095	Conotruncal anomaly face syndrome	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:4214	GDF1	OMIM:217095	CONOTRUNCAL HEART MALFORMATIONS	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100004	Limited	2015-07-22 16:15:15	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1275	2020-11-25
GENCC_000112-HGNC_9588-OMIM_176920-HP_0001442-GENCC_100001	HGNC:9588	PTEN	MONDO:0008318	Proteus syndrome	OMIM:176920	Proteus syndrome, somatic	GENCC:100001	Definitive	HP:0001442	Somatic mosaicism	GENCC:000112	TGMI|G2P	HGNC:9588	PTEN	OMIM:176920	PROTEUS SYNDROME	HP:0001442	Somatic mosaicism	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:15	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1287	2020-11-25
GENCC_000112-HGNC_10603-OMIM_220110-HP_0000007-GENCC_100001	HGNC:10603	SCO1	MONDO:0009068	cytochrome-c oxidase deficiency disease	OMIM:220110	Mitochondrial complex IV deficiency, nuclear type 1	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:10603	SCO1	OMIM:220110	MITOCHONDRIAL COMPLEX IV DEFICIENCY	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:15	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1291	2020-11-25
GENCC_000112-HGNC_9006-OMIM_604219-HP_0000006-GENCC_100001	HGNC:9006	PITX3	MONDO:0011413	cataract 9 multiple types	OMIM:604219	Cataract 9, multiple types	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:9006	PITX3	OMIM:604219	CATARACT AUTOSOMAL DOMINANT	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:17	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1327	2020-11-25
GENCC_000112-HGNC_9122-OMIM_276300-HP_0000007-GENCC_100001	HGNC:9122	PMS2	MONDO:0010159	mismatch repair cancer syndrome 1	OMIM:276300	Mismatch repair cancer syndrome 1	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:9122	PMS2	OMIM:276300	MISMATCH REPAIR CANCER SYNDROME	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:17	-	-	-	https://www.ebi.ac.uk/gene2phenotype/terminology	1334	2020-11-25
GENCC_000112-HGNC_17075-OMIM_612863-HP_0000006-GENCC_100001	HGNC:17075	TAB2	MONDO:0013025	chromosome 6q24-q25 deletion syndrome	OMIM:612863	Chromosome 6q25-q25 deletion syndrome	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:17075	TAB2	OMIM:612863	CONGENITAL HEART DISEASE, NONSYNDROMIC, 2	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:17	-	-	20493459, 27479907	https://www.ebi.ac.uk/gene2phenotype/terminology	1335	2020-11-25
GENCC_000112-HGNC_2898-OMIM_248600-HP_0000007-GENCC_100001	HGNC:2898	DLD	MONDO:0009563	maple syrup urine disease	OMIM:248600	Maple syrup urine disease, type Ia	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:2898	DLD	OMIM:248600	DIHYDROLIPOAMIDE DEHYDROGENASE (E3) DEFICIENCY	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:18	-	-	8968745, 23290025	https://www.ebi.ac.uk/gene2phenotype/terminology	1346	2020-11-25
GENCC_000112-HGNC_9577-OMIM_256520-HP_0000007-GENCC_100001	HGNC:9577	PSPH	MONDO:0009736	Neu-Laxova syndrome 1	OMIM:256520	Neu-Laxova syndrome 1	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000112	TGMI|G2P	HGNC:9577	PSPH	OMIM:256520	NEU-LAXOVA	HP:0000007	Autosomal recessive inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:18	-	-	25152457	https://www.ebi.ac.uk/gene2phenotype/terminology	1349	2020-11-25
GENCC_000112-HGNC_8783-OMIM_101800-HP_0000006-GENCC_100001	HGNC:8783	PDE4D	MONDO:0007044	Acrodysostosis 1 with or without hormone resistance	OMIM:101800	Acrodysostosis 1, with or without hormone resistance	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:8783	PDE4D	OMIM:101800	ACRODYSOSTOSIS	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100001	Definitive	2015-07-22 16:15:18	-	-	22464250, 22464252, 23033274	https://www.ebi.ac.uk/gene2phenotype/terminology	1350	2020-11-25
GENCC_000112-HGNC_22043-OMIM_209850-HP_0000006-GENCC_100004	HGNC:22043	ZNF713	MONDO:0020643	autism susceptibility 1	OMIM:209850	{Autism susceptibility 1}	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000112	TGMI|G2P	HGNC:22043	ZNF713	OMIM:209850	AUTISM	HP:0000006	Autosomal dominant inheritance	GENCC:000112	-	GENCC:100004	Limited	2015-07-22 16:15:18	-	-	25196122	https://www.ebi.ac.uk/gene2phenotype/terminology	1355	2020-11-25
